id,product gcmd id,sds name,product,product version,processing level,measurements,keywords,time interval,spatial resolution,instrument,platform,platform instrument
TRMM_3B42RT_daily_7_precipitation,GES_DISC_TRMM_3B42RT_daily_V7,precipitation,TRMM_3B42RT_daily,7,3,Precipitation,Daily;Precipitation;Precipitation Rate;Precipitation Rate Estimate;Rainfall;Rainfall Rate;Rainfall Rate Estimate;Estimate;TRMM;3B42RT;derived;PR;TMI;VIRS;TRMM_3B42RT_daily;TOVAS,daily,0.25 deg.,PR,TRMM,TRMM
TOMSEPL3_008_Aerosol,GES_DISC_TOMSEPL3_V008,Aerosol,TOMSEPL3,008,3,Aerosol Index,UV;Aerosol;Index,daily,1.0 x 1.25 deg.,TOMS,EP-TOMS,TOMS EP
TOMSEPL3_008_Erythemal,GES_DISC_TOMSEPL3_V008,Erythemal,TOMSEPL3,008,3,Erythemal UV,Local;Noon;Erythemal;UV;Irradiance,daily,1.0 x 1.25 deg.,TOMS,EP-TOMS,TOMS EP
TOMSEPL3_008_Ozone,GES_DISC_TOMSEPL3_V008,Ozone,TOMSEPL3,008,3,Ozone,Ozone;Total;Column,daily,1.0 x 1.25 deg.,TOMS,EP-TOMS,TOMS EP
TOMSEPL3_008_Reflectivity,GES_DISC_TOMSEPL3_V008,Reflectivity,TOMSEPL3,008,3,Reflectivity,Effective;Lambertian;Surface;UV;Reflectivity,daily,1.0 x 1.25 deg.,TOMS,EP-TOMS,TOMS EP
TOMSM3L3_008_Ozone,GES_DISC_TOMSM3L3_V008,Ozone,TOMSM3L3,008,3,Ozone,Ozone;Total;Column,daily,1.0 x 1.25 deg.,TOMS,METEOR-3,TOMS Meteor-3
TOMSM3L3_008_Reflectivity,GES_DISC_TOMSM3L3_V008,Reflectivity,TOMSM3L3,008,3,Reflectivity,Effective;Lambertian;Surface;UV;Reflectivity,daily,1.0 x 1.25 deg.,TOMS,METEOR-3,TOMS Meteor-3
TOMSN7L3_008_Aerosol,GES_DISC_TOMSN7L3_V008,Aerosol,TOMSN7L3,008,3,Aerosol Index,UV;Aerosol;Index,daily,1.0 x 1.25 deg.,TOMS,NIMBUS-7,TOMS Nimbus-7
TOMSN7L3_008_Erythemal,GES_DISC_TOMSN7L3_V008,Erythemal,TOMSN7L3,008,3,Erythemal UV,Local;Noon;Erythemal;UV;Irradiance,daily,1.0 x 1.25 deg.,TOMS,NIMBUS-7,TOMS Nimbus-7
TOMSN7L3_008_Ozone,GES_DISC_TOMSN7L3_V008,Ozone,TOMSN7L3,008,3,Ozone,Ozone;Total;Column,daily,1.0 x 1.25 deg.,TOMS,NIMBUS-7,TOMS Nimbus-7
TOMSN7L3_008_Reflectivity,GES_DISC_TOMSN7L3_V008,Reflectivity,TOMSN7L3,008,3,Reflectivity,Effective;Lambertian;Surface;UV;Reflectivity,daily,1.0 x 1.25 deg.,TOMS,NIMBUS-7,TOMS Nimbus-7
MATMNXSLV_5_2_0_U10M,GES_DISC_MATMNXSLV_V5.2.0,U10M,MATMNXSLV,5.2.0,3,Wind,Eastward;Wind;10;m;MERRA;Monthly;MATMNXSLV;Atmosphere;Atmospheric;Reanalysis;Model,monthly,0.5 x 0.667 deg.,MERRA Data Model,MERRA Data Model,MERRA Model
MATMNXSLV_5_2_0_U2M,GES_DISC_MATMNXSLV_V5.2.0,U2M,MATMNXSLV,5.2.0,3,Wind,Eastward;Wind;2;m;MERRA;Monthly;MATMNXSLV;Atmosphere;Atmospheric;Reanalysis;Model,monthly,0.5 x 0.667 deg.,MERRA Data Model,MERRA Data Model,MERRA Model
MATMNXSLV_5_2_0_V10M,GES_DISC_MATMNXSLV_V5.2.0,V10M,MATMNXSLV,5.2.0,3,Wind,Northward;Wind;10;m;MATMNXSLV;MERRA;Monthly;Reanalysis;Atmosphere;Atmospheric;Model,monthly,0.5 x 0.667 deg.,MERRA Data Model,MERRA Data Model,MERRA Model
MATMNXSLV_5_2_0_V2M,GES_DISC_MATMNXSLV_V5.2.0,V2M,MATMNXSLV,5.2.0,3,Wind,Northward;Wind;2;m;MERRA;Monthly;MATMNXSLV;Atmosphere;Atmospheric;Reanalysis;Model,monthly,0.5 x 0.667 deg.,MERRA Data Model,MERRA Data Model,MERRA Model
MATMNXSLV_5_2_0_SLP,GES_DISC_MATMNXSLV_V5.2.0,SLP,MATMNXSLV,5.2.0,3,Air Pressure,Sea;Level;Pressure;MERRA;Monthly;MATMNXSLV;Atmosphere;Atmospheric;Reanalysis;Model,monthly,0.5 x 0.667 deg.,MERRA Data Model,MERRA Data Model,MERRA Model
MATMNXSLV_5_2_0_QV2M,GES_DISC_MATMNXSLV_V5.2.0,QV2M,MATMNXSLV,5.2.0,3,Atmospheric Moisture,Humidity;Specific Humidity;Moisture;2;m;MERRA;Monthly;MATMNXSLV;Atmosphere;Atmospheric;Reanalysis;Model,monthly,0.5 x 0.667 deg.,MERRA Data Model,MERRA Data Model,MERRA Model
MATMNXSLV_5_2_0_QV10M,GES_DISC_MATMNXSLV_V5.2.0,QV10M,MATMNXSLV,5.2.0,3,Atmospheric Moisture,Humidity;Specific Humidity;Moisture;10;m;10m;MERRA;Monthly;MATMNXSLV;Atmosphere;Atmospheric;Reanalysis;Model,monthly,0.5 x 0.667 deg.,MERRA Data Model,MERRA Data Model,MERRA Model
MATMNXSLV_5_2_0_T2M,GES_DISC_MATMNXSLV_V5.2.0,T2M,MATMNXSLV,5.2.0,3,Air Temperature,Temperature;Surface;2m;2 m;MATMNXSLV;MERRA;Monthly;Air;Atmospheric;Model;Atmosphere;Reanalysis,monthly,0.5 x 0.667 deg.,MERRA Data Model,MERRA Data Model,MERRA Model
MATMNXSLV_5_2_0_T10M,GES_DISC_MATMNXSLV_V5.2.0,T10M,MATMNXSLV,5.2.0,3,Air Temperature,Temperature;10;m;MERRA;Monthly;MATMNXSLV;Air;Atmosphere;Atmospheric;Reanalysis;Model;10m,monthly,0.5 x 0.667 deg.,MERRA Data Model,MERRA Data Model,MERRA Model
MATMNXSLV_5_2_0_PS,GES_DISC_MATMNXSLV_V5.2.0,PS,MATMNXSLV,5.2.0,3,Air Pressure,Surface;Pressure;MERRA;Monthly;MATMNXSLV;Atmosphere;Atmospheric;Reanalysis;Model,monthly,0.5 x 0.667 deg.,MERRA Data Model,MERRA Data Model,MERRA Model
NLDAS_FORA0125_H_002_pressfc,GES_DISC_NLDAS_FORA0125_H_V002,pressfc,NLDAS_FORA0125_H,002,4,Air Pressure,Surface;pressure,hourly,0.125 deg.,NLDAS Primary Forcing Data,NLDAS Primary Forcing Data,NLDAS Model
NLDAS_FORA0125_H_002_dlwrfsfc,GES_DISC_NLDAS_FORA0125_H_V002,dlwrfsfc,NLDAS_FORA0125_H,002,4,"Incident Radiation;Radiation, Net",Surface;incident;longwave;radiation;flux,hourly,0.125 deg.,NLDAS Primary Forcing Data,NLDAS Primary Forcing Data,NLDAS Model
NLDAS_MOS0125_M_002_albdosfc,GES_DISC_NLDAS_MOS0125_M_V002,albdosfc,NLDAS_MOS0125_M,002,4,Albedo,Albedo,monthly,0.125 deg.,Model,Model,NLDAS Model
NLDAS_MOS0125_M_002_arainsfc,GES_DISC_NLDAS_MOS0125_M_V002,arainsfc,NLDAS_MOS0125_M,002,4,Precipitation,Rainfall;unfrozen;precipitation,monthly,0.125 deg.,Model,Model,NLDAS Model
NLDAS_MOS0125_M_002_asnowsfc,GES_DISC_NLDAS_MOS0125_M_V002,asnowsfc,NLDAS_MOS0125_M,002,4,Precipitation,Snowfall;frozen;precipitation,monthly,0.125 deg.,Model,Model,NLDAS Model
NLDAS_MOS0125_M_002_avsftsfc,GES_DISC_NLDAS_MOS0125_M_V002,avsftsfc,NLDAS_MOS0125_M,002,4,Surface Temperature,Temperature;average;surface;skin,monthly,0.125 deg.,Model,Model,NLDAS Model
NLDAS_MOS0125_M_002_bgrunsfc,GES_DISC_NLDAS_MOS0125_M_V002,bgrunsfc,NLDAS_MOS0125_M,002,4,Runoff,Subsurface;runoff;baseflow,monthly,0.125 deg.,Model,Model,NLDAS Model
NLDAS_MOS0125_M_002_dlwrfsfc,GES_DISC_NLDAS_MOS0125_M_V002,dlwrfsfc,NLDAS_MOS0125_M,002,4,Incident Radiation,Surface;incident;longwave;radiation;flux,monthly,0.125 deg.,Model,Model,NLDAS Model
NLDAS_MOS0125_M_002_dswrfsfc,GES_DISC_NLDAS_MOS0125_M_V002,dswrfsfc,NLDAS_MOS0125_M,002,4,Incident Radiation,Surface;incident;shortwave;radiation;flux,monthly,0.125 deg.,Model,Model,NLDAS Model
NLDAS_MOS0125_M_002_evbssfc,GES_DISC_NLDAS_MOS0125_M_V002,evbssfc,NLDAS_MOS0125_M,002,4,Evaporation,Direct;evaporation;from;bare;soil,monthly,0.125 deg.,Model,Model,NLDAS Model
NLDAS_MOS0125_M_002_evcwsfc,GES_DISC_NLDAS_MOS0125_M_V002,evcwsfc,NLDAS_MOS0125_M,002,4,Evaporation,Canopy;water;evaporation,monthly,0.125 deg.,Model,Model,NLDAS Model
NLDAS_MOS0125_M_002_evpsfc,GES_DISC_NLDAS_MOS0125_M_V002,evpsfc,NLDAS_MOS0125_M,002,4,Evapotranspiration,Total;evapotranspiration,monthly,0.125 deg.,Model,Model,NLDAS Model
NLDAS_MOS0125_M_002_gfluxsfc,GES_DISC_NLDAS_MOS0125_M_V002,gfluxsfc,NLDAS_MOS0125_M,002,4,Heat Flux,Ground;heat;flux,monthly,0.125 deg.,Model,Model,NLDAS Model
NLDAS_MOS0125_M_002_lhtflsfc,GES_DISC_NLDAS_MOS0125_M_V002,lhtflsfc,NLDAS_MOS0125_M,002,4,Heat Flux,Latent;heat;flux,monthly,0.125 deg.,Model,Model,NLDAS Model
NLDAS_MOS0125_M_002_mstav0_200cm,GES_DISC_NLDAS_MOS0125_M_V002,mstav0_200cm,NLDAS_MOS0125_M,002,4,Soil Moisture,Moisture;availability;total;column;0-200;cm,monthly,0.125 deg.,Model,Model,NLDAS Model
NLDAS_MOS0125_M_002_mstav0_40cm,GES_DISC_NLDAS_MOS0125_M_V002,mstav0_40cm,NLDAS_MOS0125_M,002,4,Soil Moisture,Moisture;availability;root;zone;0-40;cm,monthly,0.125 deg.,Model,Model,NLDAS Model
NLDAS_MOS0125_M_002_nlwrssfc,GES_DISC_NLDAS_MOS0125_M_V002,nlwrssfc,NLDAS_MOS0125_M,002,4,"Radiation, Net",Surface;net;longwave;radiation;flux;net,monthly,0.125 deg.,Model,Model,NLDAS Model
NLDAS_MOS0125_M_002_nswrssfc,GES_DISC_NLDAS_MOS0125_M_V002,nswrssfc,NLDAS_MOS0125_M,002,4,"Radiation, Net",Surface;net;shortwave;radiation;flux,monthly,0.125 deg.,Model,Model,NLDAS Model
NLDAS_MOS0125_M_002_sbsnosfc,GES_DISC_NLDAS_MOS0125_M_V002,sbsnosfc,NLDAS_MOS0125_M,002,4,Evaporation,Sublimation;evaporation;from;snow,monthly,0.125 deg.,Model,Model,NLDAS Model
NLDAS_MOS0125_M_002_shtflsfc,GES_DISC_NLDAS_MOS0125_M_V002,shtflsfc,NLDAS_MOS0125_M,002,4,Heat Flux,Sensible;heat;flux,monthly,0.125 deg.,Model,Model,NLDAS Model
NLDAS_MOS0125_M_002_snodsfc,GES_DISC_NLDAS_MOS0125_M_V002,snodsfc,NLDAS_MOS0125_M,002,4,Precipitation,Snow;depth,monthly,0.125 deg.,Model,Model,NLDAS Model
NLDAS_MOS0125_M_002_snohfsfc,GES_DISC_NLDAS_MOS0125_M_V002,snohfsfc,NLDAS_MOS0125_M,002,4,Heat Flux,Snow;phase-change;heat;flux,monthly,0.125 deg.,Model,Model,NLDAS Model
NLDAS_MOS0125_M_002_snomsfc,GES_DISC_NLDAS_MOS0125_M_V002,snomsfc,NLDAS_MOS0125_M,002,4,Precipitation,Snow;melt,monthly,0.125 deg.,Model,Model,NLDAS Model
NLDAS_MOS0125_M_002_snowcsfc,GES_DISC_NLDAS_MOS0125_M_V002,snowcsfc,NLDAS_MOS0125_M,002,4,Precipitation,Snow;cover,monthly,0.125 deg.,Model,Model,NLDAS Model
NLDAS_MOS0125_M_002_soilm0_100cm,GES_DISC_NLDAS_MOS0125_M_V002,soilm0_100cm,NLDAS_MOS0125_M,002,4,Soil Moisture,Soil;moisture;content;top;1;meter;0-100;cm,monthly,0.125 deg.,Model,Model,NLDAS Model
NLDAS_MOS0125_M_002_soilm0_10cm,GES_DISC_NLDAS_MOS0125_M_V002,soilm0_10cm,NLDAS_MOS0125_M,002,4,Soil Moisture,Soil;moisture;content;layer;1;0-10;cm,monthly,0.125 deg.,Model,Model,NLDAS Model
NLDAS_MOS0125_M_002_soilm0_200cm,GES_DISC_NLDAS_MOS0125_M_V002,soilm0_200cm,NLDAS_MOS0125_M,002,4,Soil Moisture,Soil;moisture;content;total;column;0-200;cm,monthly,0.125 deg.,Model,Model,NLDAS Model
NLDAS_MOS0125_M_002_soilm0_40cm,GES_DISC_NLDAS_MOS0125_M_V002,soilm0_40cm,NLDAS_MOS0125_M,002,4,Soil Moisture,Soil;moisture;content;root;zone;0-40;cm,monthly,0.125 deg.,Model,Model,NLDAS Model
NLDAS_MOS0125_M_002_soilm10_40cm,GES_DISC_NLDAS_MOS0125_M_V002,soilm10_40cm,NLDAS_MOS0125_M,002,4,Soil Moisture,Soil;moisture;content;layer;2;10-40;cm,monthly,0.125 deg.,Model,Model,NLDAS Model
NLDAS_MOS0125_M_002_soilm40_200cm,GES_DISC_NLDAS_MOS0125_M_V002,soilm40_200cm,NLDAS_MOS0125_M,002,4,Soil Moisture,Soil;moisture;content;layer;3;40-200;cm,monthly,0.125 deg.,Model,Model,NLDAS Model
NLDAS_MOS0125_M_002_ssrunsfc,GES_DISC_NLDAS_MOS0125_M_V002,ssrunsfc,NLDAS_MOS0125_M,002,4,Runoff,Surface;runoff;non-infiltrating,monthly,0.125 deg.,Model,Model,NLDAS Model
NLDAS_MOS0125_M_002_transsfc,GES_DISC_NLDAS_MOS0125_M_V002,transsfc,NLDAS_MOS0125_M,002,4,Evapotranspiration,Transpiration,monthly,0.125 deg.,Model,Model,NLDAS Model
NLDAS_MOS0125_M_002_tsoildeep,GES_DISC_NLDAS_MOS0125_M_V002,tsoildeep,NLDAS_MOS0125_M,002,4,Soil Temperature,Temperature;deep;soil,monthly,0.125 deg.,Model,Model,NLDAS Model
NLDAS_MOS0125_M_002_vegsfc,GES_DISC_NLDAS_MOS0125_M_V002,vegsfc,NLDAS_MOS0125_M,002,4,Vegetation,Vegetation,monthly,0.125 deg.,Model,Model,NLDAS Model
NLDAS_MOS0125_M_002_weasdsfc,GES_DISC_NLDAS_MOS0125_M_V002,weasdsfc,NLDAS_MOS0125_M,002,4,Precipitation,Snow;water-equivalent;accumulated,monthly,0.125 deg.,Model,Model,NLDAS Model
NLDAS_FORA0125_H_002_spfh2m,GES_DISC_NLDAS_FORA0125_H_V002,spfh2m,NLDAS_FORA0125_H,002,4,Atmospheric Moisture,Specific;humidity;2-m;above;ground,hourly,0.125 deg.,NLDAS Primary Forcing Data,NLDAS Primary Forcing Data,NLDAS Model
NLDAS_FORA0125_H_002_dswrfsfc,GES_DISC_NLDAS_FORA0125_H_V002,dswrfsfc,NLDAS_FORA0125_H,002,4,Incident Radiation,Surface;incident;shortwave;radiation;flux,hourly,0.125 deg.,NLDAS Primary Forcing Data,NLDAS Primary Forcing Data,NLDAS Model
MAT1NXSLV_5_2_0_CLDPRS,GES_DISC_MAT1NXSLV_V5.2.0,CLDPRS,MAT1NXSLV,5.2.0,4,Air Pressure,Cloud Top;Pressure;Hourly;MAT1NXSLV;Reanalysis;tavg1_2d_slv_Nx;Model;Atmosphere;climate,hourly,0.5 x 0.667 deg.,MERRA Data Model,MERRA Data Model,MERRA Model
MAT1NXSLV_5_2_0_CLDTMP,GES_DISC_MAT1NXSLV_V5.2.0,CLDTMP,MAT1NXSLV,5.2.0,4,Air Temperature,Cloud top;temperature;hourly;MAT1NXSLV;Reanalysis;tavg1_2d_slv_Nx;model;atmosphere;climate,hourly,0.5 x 0.667 deg.,MERRA Data Model,MERRA Data Model,MERRA Model
MAT1NXSLV_5_2_0_SLP,GES_DISC_MAT1NXSLV_V5.2.0,SLP,MAT1NXSLV,5.2.0,4,Air Pressure,Sea-level;Air;Pressure;Hourly;MAT1NXSLV;Reanalysis;tavg1_2d_slv_Nx;Model;Climate;Atmosphere,hourly,0.5 x 0.667 deg.,MERRA Data Model,MERRA Data Model,MERRA Model
NLDAS_FOR0125_M_001_apcpsfc,GES_DISC_NLDAS_FOR0125_M_V001,apcpsfc,NLDAS_FOR0125_M,001,4,Precipitation,Precipitation;monthly;total,monthly,0.125 deg.,Forcing-LSM,Forcing-LSM,NLDAS Model
NLDAS_FOR0125_M_001_tmp2m,GES_DISC_NLDAS_FOR0125_M_V001,tmp2m,NLDAS_FOR0125_M,001,4,Air Temperature,Temperature;2-m;above;ground,monthly,0.125 deg.,Forcing-LSM,Forcing-LSM,NLDAS Model
NLDAS_VIC0125_M_002_soilm0_100cm,GES_DISC_NLDAS_VIC0125_M_V002,soilm0_100cm,NLDAS_VIC0125_M,002,4,Soil Moisture,Soil;moisture;content;0-100;cm,monthly,0.125 deg.,Model,VIC-LSM,NLDAS Model
NLDAS_VIC0125_M_002_soilmlyr1,GES_DISC_NLDAS_VIC0125_M_V002,soilmlyr1,NLDAS_VIC0125_M,002,4,Soil Moisture,Soil;moisture;content;VIC;soil;layer;1,monthly,0.125 deg.,Model,VIC-LSM,NLDAS Model
NLDAS_VIC0125_M_002_soilmlyr2,GES_DISC_NLDAS_VIC0125_M_V002,soilmlyr2,NLDAS_VIC0125_M,002,4,Soil Moisture,Soil;moisture;content;VIC;soil;layer;2,monthly,0.125 deg.,Model,VIC-LSM,NLDAS Model
NLDAS_VIC0125_M_002_soilmlyr3,GES_DISC_NLDAS_VIC0125_M_V002,soilmlyr3,NLDAS_VIC0125_M,002,4,Soil Moisture,Soil;moisture;content;VIC;soil;layer;3,monthly,0.125 deg.,Model,VIC-LSM,NLDAS Model
NLDAS_VIC0125_M_002_soilmtot,GES_DISC_NLDAS_VIC0125_M_V002,soilmtot,NLDAS_VIC0125_M,002,4,Soil Moisture,Soil;moisture;content;total;column,monthly,0.125 deg.,Model,VIC-LSM,NLDAS Model
NLDAS_VIC0125_M_002_lhtflsfc,GES_DISC_NLDAS_VIC0125_M_V002,lhtflsfc,NLDAS_VIC0125_M,002,4,Heat Flux,Latent;heat;flux,monthly,0.125 deg.,Model,VIC-LSM,NLDAS Model
MAT1NXSLV_5_2_0_TS,GES_DISC_MAT1NXSLV_V5.2.0,TS,MAT1NXSLV,5.2.0,4,Surface Temperature,Surface;Skin;Temperature;Hourly;MAT1NXSLV;Reanalysis;MERRA;tavg1_2d_slv_Nx;Model;Climate;Atmosphere,hourly,0.5 x 0.667 deg.,MERRA Data Model,MERRA Data Model,MERRA Model
MAI3CPASM_5_2_0_T,GES_DISC_MAI3CPASM_V5.2.0,T,MAI3CPASM,5.2.0,4,Air Temperature,Air;Temperature;MERRA;Hourly;3-hourly;Reanalysis;MAI3CPASM;Assimilation;Atmospheric;Model;3D;inst3_3d_asm_Cp,3-hourly,1.25 deg.,MERRA Data Model,MERRA Data Model,MERRA Model
NLDAS_FORB0125_M_002_apcpsfc,GES_DISC_NLDAS_FORB0125_M_V002,apcpsfc,NLDAS_FORB0125_M,002,4,Precipitation,Precipitation;monthly;total,monthly,0.125 deg.,Forcing,NLDAS Secondary Forcing Data,NLDAS Model
NLDAS_FORB0125_M_002_spfhhbl,GES_DISC_NLDAS_FORB0125_M_V002,spfhhbl,NLDAS_FORB0125_M,002,4,Atmospheric Moisture,Specific;humidity;NARR;hybrid;level,monthly,0.125 deg.,Forcing,NLDAS Secondary Forcing Data,NLDAS Model
NLDAS_FORB0125_M_002_tmphbl,GES_DISC_NLDAS_FORB0125_M_V002,tmphbl,NLDAS_FORB0125_M,002,4,Air Temperature,Temperature;NARR;hybrid;level,monthly,0.125 deg.,Forcing,NLDAS Secondary Forcing Data,NLDAS Model
MAI3CPASM_5_2_0_V,GES_DISC_MAI3CPASM_V5.2.0,V,MAI3CPASM,5.2.0,4,Wind,Northward;Wind;MERRA;Hourly;3;Reanalysis;Atmospheric;Atmosphere;Model;3D;Assimilation;MAI3CPASM;inst3_3d_asm_Cp,3-hourly,1.25 deg.,MERRA Data Model,MERRA Data Model,MERRA Model
MIL3MAE_4_Optical_depth_average_Green,MIL3MAE4,Optical_depth_average_Green,MIL3MAE,4,3,Total Aerosol Optical Depth,Aerosol;Optical;Depth;555;Green;Band;MISR;camera;Mean;555;Aerosol Optical Depth;AOD,monthly,0.5 deg.,MISR,Terra,MISR
MAI3CPASM_5_2_0_U,GES_DISC_MAI3CPASM_V5.2.0,U,MAI3CPASM,5.2.0,4,Wind,Eastward;Wind;MERRA;Hourly;3hourly;Reanalysis;MAI3CPASM;Assimilation;Atmospheric;Atmosphere;Model;3D;inst3_3d_asm_Cp,3-hourly,1.25 deg.,MERRA Data Model,MERRA Data Model,MERRA Model
NLDAS_VIC0125_M_002_evcwsfc,GES_DISC_NLDAS_VIC0125_M_V002,evcwsfc,NLDAS_VIC0125_M,002,4,Evaporation,Canopy;water;evaporation,monthly,0.125 deg.,Model,VIC-LSM,NLDAS Model
NLDAS_VIC0125_M_002_evbssfc,GES_DISC_NLDAS_VIC0125_M_V002,evbssfc,NLDAS_VIC0125_M,002,4,Evaporation,Direct;evaporation;from;bare;soil,monthly,0.125 deg.,Model,VIC-LSM,NLDAS Model
NLDAS_VIC0125_M_002_gfluxsfc,GES_DISC_NLDAS_VIC0125_M_V002,gfluxsfc,NLDAS_VIC0125_M,002,4,Heat Flux,Ground;heat;flux,monthly,0.125 deg.,Model,VIC-LSM,NLDAS Model
NLDAS_VIC0125_M_002_mstav0_100cm,GES_DISC_NLDAS_VIC0125_M_V002,mstav0_100cm,NLDAS_VIC0125_M,002,4,Soil Moisture,Moisture;availability;root;zone;0-100;cm,monthly,0.125 deg.,Model,VIC-LSM,NLDAS Model
NLDAS_VIC0125_M_002_mstavtot,GES_DISC_NLDAS_VIC0125_M_V002,mstavtot,NLDAS_VIC0125_M,002,4,Soil Moisture,Moisture;availability;total;column,monthly,0.125 deg.,Model,VIC-LSM,NLDAS Model
NLDAS_VIC0125_M_002_arainsfc,GES_DISC_NLDAS_VIC0125_M_V002,arainsfc,NLDAS_VIC0125_M,002,4,Precipitation,Rainfall;unfrozen;precipitation,monthly,0.125 deg.,Model,VIC-LSM,NLDAS Model
NLDAS_VIC0125_M_002_undefined,GES_DISC_NLDAS_VIC0125_M_V002,undefined,NLDAS_VIC0125_M,002,4,Soil Moisture,Root;zone;soil;moisture;content,monthly,0.125 deg.,Model,VIC-LSM,NLDAS Model
NLDAS_VIC0125_M_002_shtflsfc,GES_DISC_NLDAS_VIC0125_M_V002,shtflsfc,NLDAS_VIC0125_M,002,4,Heat Flux,Sensible;heat;flux,monthly,0.125 deg.,Model,VIC-LSM,NLDAS Model
NLDAS_VIC0125_M_002_asnowsfc,GES_DISC_NLDAS_VIC0125_M_V002,asnowsfc,NLDAS_VIC0125_M,002,4,Precipitation,Snowfall;frozen;precipitation,monthly,0.125 deg.,Model,VIC-LSM,NLDAS Model
NLDAS_VIC0125_M_002_tsoillyr1,GES_DISC_NLDAS_VIC0125_M_V002,tsoillyr1,NLDAS_VIC0125_M,002,4,Soil Temperature,Soil;temperature;VIC;soil;layer;1,monthly,0.125 deg.,Model,VIC-LSM,NLDAS Model
NLDAS_VIC0125_M_002_tsoillyr2,GES_DISC_NLDAS_VIC0125_M_V002,tsoillyr2,NLDAS_VIC0125_M,002,4,Soil Temperature,Soil;temperature;VIC;soil;layer;2,monthly,0.125 deg.,Model,VIC-LSM,NLDAS Model
NLDAS_VIC0125_M_002_tsoillyr3,GES_DISC_NLDAS_VIC0125_M_V002,tsoillyr3,NLDAS_VIC0125_M,002,4,Soil Temperature,Soil;temperature;VIC;soil;layer;3,monthly,0.125 deg.,Model,VIC-LSM,NLDAS Model
NLDAS_VIC0125_M_002_weasdsfc,GES_DISC_NLDAS_VIC0125_M_V002,weasdsfc,NLDAS_VIC0125_M,002,4,Precipitation,Snow;water-equivalent;accumulated,monthly,0.125 deg.,Model,VIC-LSM,NLDAS Model
NLDAS_VIC0125_M_002_sbsnosfc,GES_DISC_NLDAS_VIC0125_M_V002,sbsnosfc,NLDAS_VIC0125_M,002,4,Evaporation,Sublimation;evaporation;from;snow,monthly,0.125 deg.,Model,VIC-LSM,NLDAS Model
NLDAS_VIC0125_M_002_bgrunsfc,GES_DISC_NLDAS_VIC0125_M_V002,bgrunsfc,NLDAS_VIC0125_M,002,4,Runoff,Subsurface;runoff;baseflow,monthly,0.125 deg.,Model,VIC-LSM,NLDAS Model
NLDAS_VIC0125_M_002_dlwrfsfc,GES_DISC_NLDAS_VIC0125_M_V002,dlwrfsfc,NLDAS_VIC0125_M,002,4,Incident Radiation,Surface;incident;longwave;radiation;flux,monthly,0.125 deg.,Model,VIC-LSM,NLDAS Model
NLDAS_VIC0125_M_002_dswrfsfc,GES_DISC_NLDAS_VIC0125_M_V002,dswrfsfc,NLDAS_VIC0125_M,002,4,Incident Radiation,Surface;incident;shortwave;radiation;flux,monthly,0.125 deg.,Model,VIC-LSM,NLDAS Model
NLDAS_VIC0125_M_002_nlwrssfc,GES_DISC_NLDAS_VIC0125_M_V002,nlwrssfc,NLDAS_VIC0125_M,002,4,"Radiation, Net",Surface;net;longwave;radiation;flux;net,monthly,0.125 deg.,Model,VIC-LSM,NLDAS Model
NLDAS_VIC0125_M_002_nswrssfc,GES_DISC_NLDAS_VIC0125_M_V002,nswrssfc,NLDAS_VIC0125_M,002,4,"Radiation, Net",Surface;net;shortwave;radiation;flux,monthly,0.125 deg.,Model,VIC-LSM,NLDAS Model
NLDAS_VIC0125_M_002_undefined_surface,GES_DISC_NLDAS_VIC0125_M_V002,undefined_surface,NLDAS_VIC0125_M,002,4,Surface Temperature,Surface;radiative;temperature,monthly,0.125 deg.,Model,VIC-LSM,NLDAS Model
NLDAS_VIC0125_M_002_ssrunsfc,GES_DISC_NLDAS_VIC0125_M_V002,ssrunsfc,NLDAS_VIC0125_M,002,4,Runoff,Surface;runoff;non-infiltrating,monthly,0.125 deg.,Model,VIC-LSM,NLDAS Model
NLDAS_VIC0125_M_002_avsftsfc,GES_DISC_NLDAS_VIC0125_M_V002,avsftsfc,NLDAS_VIC0125_M,002,4,Surface Temperature,Temperature;average;surface;skin,monthly,0.125 deg.,Model,VIC-LSM,NLDAS Model
NLDAS_VIC0125_M_002_evpsfc,GES_DISC_NLDAS_VIC0125_M_V002,evpsfc,NLDAS_VIC0125_M,002,4,Evapotranspiration,Total;evapotranspiration,monthly,0.125 deg.,Model,VIC-LSM,NLDAS Model
NLDAS_VIC0125_M_002_transsfc,GES_DISC_NLDAS_VIC0125_M_V002,transsfc,NLDAS_VIC0125_M,002,4,Evaporation,Transpiration,monthly,0.125 deg.,Model,VIC-LSM,NLDAS Model
MAIMCPASM_5_2_0_T,GES_DISC_MAIMCPASM_V5.2.0,T,MAIMCPASM,5.2.0,4,Air Temperature,Air;Temperature;MERRA;Monthly;Atmospheric;Atmosphere;Reanalysis;Model;MAIMCPASM;3D,monthly,1.25 deg.,MERRA Data Model,MERRA Data Model,MERRA Model
MAIMCPASM_5_2_0_RH,GES_DISC_MAIMCPASM_V5.2.0,RH,MAIMCPASM,5.2.0,4,Air Temperature,Relative;Humidity;MERRA;Monthly;3D;MAIMCPASM;Atmospheric;Atmosphere;Reanalysis;Model,monthly,1.25 deg.,MERRA Data Model,MERRA Data Model,MERRA Model
